           x [mm]           y [mm]           z [mm]         Ex [V/m]         Ey [V/m]         Ez [V/m]
        19.333345        -0.666665       -279.93502                0                0                0
       -20.666675         6.000005       -279.93502        27453.139       -10189.645        2138.0244
       -14.000005         6.000005       -279.93502       -2840.2075        2807.9199        1458.0544
        -7.333335         6.000005       -279.93502       -303.23782         623.6098        2215.7478
        -0.666665         6.000005       -279.93502        303.21033        623.65771        2215.7102
         6.000005         6.000005       -279.93502        2807.7903        2840.0823        1458.0734
        12.666675         6.000005       -279.93502       -27453.193       -10189.741        2138.0837
        19.333345         6.000005       -279.93502                0                0                0
       -20.666675        12.666675       -279.93502        8629.7637        -8629.751        646.24365
       -14.000005        12.666675       -279.93502        10189.668       -27453.115        2138.0166
        -7.333335        12.666675       -279.93502         14664.49       -51768.738        1187.1835
        -0.666665        12.666675       -279.93502       -14664.486       -51768.746        1187.1841
         6.000005        12.666675       -279.93502       -10189.741       -27453.191         2138.084
        12.666675        12.666675       -279.93502       -8629.7412       -8629.7402        646.25238
        19.333345        12.666675       -279.93502                0                0                0
       -20.666675        19.333345       -279.93502                0                0                0
       -14.000005        19.333345       -279.93502                0                0                0
        -7.333335        19.333345       -279.93502                0                0                0
        -0.666665        19.333345       -279.93502                0                0                0
         6.000005        19.333345       -279.93502                0                0                0
        12.666675        19.333345       -279.93502                0                0                0
        19.333345        19.333345       -279.93502                0                0                0
       -20.666675       -20.666675       -273.26835        9212.9395        9212.9404        94.718208
       -14.000005       -20.666675       -273.26835        10098.105        27862.559        96.432632
        -7.333335       -20.666675       -273.26835        13771.627        50050.984        6.2925482
        -0.666665       -20.666675       -273.26835       -13771.619        50050.977        6.2938542
         6.000005       -20.666675       -273.26835       -10098.126        27862.543        96.431763
        12.666675       -20.666675       -273.26835       -9212.9131         9212.917        94.709625
        19.333345       -20.666675       -273.26835                0                0                0
       -20.666675       -14.000005       -273.26835        27862.557        10098.105        96.432632
       -14.000005       -14.000005       -273.26835       -414.56302       -415.02481        77.775787
        -7.333335       -14.000005       -273.26835       -163.52034       -477.11343        453.73135
        -0.666665       -14.000005       -273.26835        163.51013       -477.08414        453.71136
         6.000005       -14.000005       -273.26835        415.02823       -414.55411        77.780167
        12.666675       -14.000005       -273.26835       -27862.541        10098.135         96.43029
        19.333345       -14.000005       -273.26835                0                0                0
       -20.666675        -7.333335       -273.26835        50050.984        13771.627        6.2925482
       -14.000005        -7.333335       -273.26835       -477.11343       -163.52032        453.73135
        -7.333335        -7.333335       -273.26835       -130.46162       -130.46162        613.59283
        -0.666665        -7.333335       -273.26835        130.44318       -130.48053         613.6322
         6.000005        -7.333335       -273.26835        477.14935       -163.46309          453.681
        12.666675        -7.333335       -273.26835       -50050.965        13771.622        6.2920556
        19.333345        -7.333335       -273.26835                0                0                0
       -20.666675        -0.666665       -273.26835        50050.977       -13771.619        6.2938538
       -14.000005        -0.666665       -273.26835       -477.08417        163.51015        453.71136
        -7.333335        -0.666665       -273.26835       -130.48055        130.44318         613.6322
        -0.666665        -0.666665       -273.26835        130.41125        130.41125        613.62769
         6.000005        -0.666665       -273.26835        477.14911        163.56395        453.63388
        12.666675        -0.666665       -273.26835       -50050.973       -13771.604        6.2925315
        19.333345        -0.666665       -273.26835                0                0                0
       -20.666675         6.000005       -273.26835        27862.543       -10098.126        96.431763
       -14.000005         6.000005       -273.26835       -415.01544        414.56598        77.780182
        -7.333335         6.000005       -273.26835       -163.46309        477.14935        453.68097
        -0.666665         6.000005       -273.26835        163.56396        477.14908        453.63391
         6.000005         6.000005       -273.26835        414.47491        414.93695         77.76696
        12.666675         6.000005       -273.26835       -27862.611       -10098.263        96.432129
        19.333345         6.000005       -273.26835                0                0                0
       -20.666675        12.666675       -273.26835         9212.917       -9212.9131        94.709625
       -14.000005        12.666675       -273.26835        10098.135       -27862.541        96.430298
        -7.333335        12.666675       -273.26835        13771.623       -50050.965        6.2920561
        -0.666665        12.666675       -273.26835       -13771.604       -50050.969        6.2925315
         6.000005        12.666675       -273.26835       -10098.263       -27862.613        96.432129
        12.666675        12.666675       -273.26835        -9212.916        -9212.916         94.70652
        19.333345        12.666675       -273.26835                0                0                0
       -20.666675        19.333345       -273.26835                0                0                0
       -14.000005        19.333345       -273.26835                0                0                0
        -7.333335        19.333345       -273.26835                0                0                0
        -0.666665        19.333345       -273.26835                0                0                0
         6.000005        19.333345       -273.26835                0                0                0
        12.666675        19.333345       -273.26835                0                0                0
        19.333345        19.333345       -273.26835                0                0                0
       -20.666675       -20.666675       -266.60168         9262.083         9262.084         7.223598
       -14.000005       -20.666675       -266.60168        10056.115        27870.152        5.0323124
        -7.333335       -20.666675       -266.60168        13761.724        50036.004       0.12131926
        -0.666665       -20.666675       -266.60168       -13761.712        50035.996       0.12160906
         6.000005       -20.666675       -266.60168       -10056.141        27870.139        5.0322733
        12.666675       -20.666675       -266.60168       -9262.0615        9262.0645        7.2203765
        19.333345       -20.666675       -266.60168                0                0                0
       -20.666675       -14.000005       -266.60168        27870.152        10056.116        5.0323124
       -14.000005       -14.000005       -266.60168        -154.0294       -154.68288        15.092281
        -7.333335       -14.000005       -266.60168       -70.567505       -211.44543        93.120758
        -0.666665       -14.000005       -266.60168        70.558525       -211.40443        93.143951
         6.000005       -14.000005       -266.60168        154.65851       -153.99557        15.092427
        12.666675       -14.000005       -266.60168       -27870.145        10056.153        5.0307555
        19.333345       -14.000005       -266.60168                0                0                0
       -20.666675        -7.333335       -266.60168        50036.004        13761.725       0.12131926
       -14.000005        -7.333335       -266.60168       -211.44543       -70.567505        93.120758
        -7.333335        -7.333335       -266.60168       -86.541313       -86.541313        170.12657
        -0.666665        -7.333335       -266.60168        86.622826       -86.611534        170.19099
         6.000005        -7.333335       -266.60168        211.40431       -70.558861        93.145172
        12.666675        -7.333335       -266.60168       -50035.984        13761.722       0.12129362
        19.333345        -7.333335       -266.60168                0                0                0
       -20.666675        -0.666665       -266.60168        50035.992       -13761.711       0.12160908
       -14.000005        -0.666665       -266.60168       -211.40443        70.558525        93.143959
        -7.333335        -0.666665       -266.60168       -86.611534        86.622826        170.19099
        -0.666665        -0.666665       -266.60168        86.663788        86.663788        170.05313
         6.000005        -0.666665       -266.60168        211.35744        70.537865         93.21019
        12.666675        -0.666665       -266.60168       -50035.988       -13761.701       0.12133402
        19.333345        -0.666665       -266.60168                0                0                0
       -20.666675         6.000005       -266.60168        27870.139        -10056.14        5.0322738
       -14.000005         6.000005       -266.60168       -154.64932         154.0047        15.092431
        -7.333335         6.000005       -266.60168       -70.558868        211.40431        93.145172
        -0.666665         6.000005       -266.60168        70.537865        211.35744         93.21019
         6.000005         6.000005       -266.60168        153.92592        154.57939        15.087038
        12.666675         6.000005       -266.60168       -27870.213       -10056.277        5.0311489
        19.333345         6.000005       -266.60168                0                0                0
       -20.666675        12.666675       -266.60168        9262.0645       -9262.0615        7.2203765
       -14.000005        12.666675       -266.60168        10056.153       -27870.145         5.030756
        -7.333335        12.666675       -266.60168        13761.721       -50035.984       0.12129362
        -0.666665        12.666675       -266.60168       -13761.701       -50035.988       0.12133402
         6.000005        12.666675       -266.60168       -10056.277       -27870.213        5.0311489
        12.666675        12.666675       -266.60168       -9262.0625       -9262.0615        7.2203889
        19.333345        12.666675       -266.60168                0                0                0
       -20.666675        19.333345       -266.60168                0                0                0
       -14.000005        19.333345       -266.60168                0                0                0
        -7.333335        19.333345       -266.60168                0                0                0
        -0.666665        19.333345       -266.60168                0                0                0
         6.000005        19.333345       -266.60168                0                0                0
        12.666675        19.333345       -266.60168                0                0                0
        19.333345        19.333345       -266.60168                0                0                0
       -20.666675       -20.666675       -259.93501        9264.2314        9264.2314       -2.1752906
       -14.000005       -20.666675       -259.93501        10054.104        27870.504       -1.4324198
        -7.333335       -20.666675       -259.93501        13761.511        50035.754     -0.028720427
        -0.666665       -20.666675       -259.93501         -13761.5        50035.738      -0.02868239
         6.000005       -20.666675       -259.93501       -10054.128         27870.49       -1.4316087
        12.666675       -20.666675       -259.93501        -9264.208        9264.2119       -2.1749754
        19.333345       -20.666675       -259.93501                0                0                0
       -20.666675       -14.000005       -259.93501        27870.502        10054.104       -1.4324199
       -14.000005       -14.000005       -259.93501       -142.38794       -142.23656       -12.315052
        -7.333335       -14.000005       -259.93501       -66.112968       -198.35635       -67.594589
        -0.666665       -14.000005       -259.93501        66.109818       -198.36287       -67.630531
         6.000005       -14.000005       -259.93501         142.2307       -142.38046       -12.315669
        12.666675       -14.000005       -259.93501       -27870.492        10054.141       -1.4319597
        19.333345       -14.000005       -259.93501                0                0                0
       -20.666675        -7.333335       -259.93501         50035.75        13761.512     -0.028720424
       -14.000005        -7.333335       -259.93501       -198.35635       -66.112968       -67.594589
        -7.333335        -7.333335       -259.93501       -85.362236       -85.362236        -134.5334
        -0.666665        -7.333335       -259.93501        85.372406       -85.301163       -134.67134
         6.000005        -7.333335       -259.93501        198.36209       -66.048546       -67.647934
        12.666675        -7.333335       -259.93501       -50035.734        13761.509     -0.028814754
        19.333345        -7.333335       -259.93501                0                0                0
       -20.666675        -0.666665       -259.93501        50035.738         -13761.5     -0.028682388
       -14.000005        -0.666665       -259.93501       -198.36287        66.109818       -67.630531
        -7.333335        -0.666665       -259.93501       -85.301163        85.372406       -134.67134
        -0.666665        -0.666665       -259.93501        85.315933        85.315933         -134.617
         6.000005        -0.666665       -259.93501        198.37891        66.074234       -67.628105
        12.666675        -0.666665       -259.93501       -50035.742       -13761.488     -0.028705785
        19.333345        -0.666665       -259.93501                0                0                0
       -20.666675         6.000005       -259.93501        27870.488       -10054.127       -1.4316087
       -14.000005         6.000005       -259.93501       -142.22934        142.38217        -12.31567
        -7.333335         6.000005       -259.93501       -66.048546        198.36209       -67.647934
        -0.666665         6.000005       -259.93501        66.074226        198.37891       -67.628113
         6.000005         6.000005       -259.93501        142.38586        142.23425       -12.335715
        12.666675         6.000005       -259.93501       -27870.561       -10054.265       -1.4318798
        19.333345         6.000005       -259.93501                0                0                0
       -20.666675        12.666675       -259.93501        9264.2109        -9264.209       -2.1749754
       -14.000005        12.666675       -259.93501        10054.141       -27870.494       -1.4319597
        -7.333335        12.666675       -259.93501        13761.509       -50035.734     -0.028814754
        -0.666665        12.666675       -259.93501       -13761.488       -50035.738     -0.028705785
         6.000005        12.666675       -259.93501       -10054.266       -27870.562       -1.4318798
        12.666675        12.666675       -259.93501       -9264.2061        -9264.207       -2.1762676
        19.333345        12.666675       -259.93501                0                0                0
       -20.666675        19.333345       -259.93501                0                0                0
       -14.000005        19.333345       -259.93501                0                0                0
        -7.333335        19.333345       -259.93501                0                0                0
        -0.666665        19.333345       -259.93501                0                0                0
         6.000005        19.333345       -259.93501                0                0                0
        12.666675        19.333345       -259.93501                0                0                0
        19.333345        19.333345       -259.93501                0                0                0
       -20.666675       -20.666675       -253.26834        9246.5332        9246.5332       -37.590038
       -14.000005       -20.666675       -253.26834        10070.213        27867.725       -30.672222
        -7.333335       -20.666675       -253.26834        13763.822        50038.773       -1.1773639
        -0.666665       -20.666675       -253.26834       -13763.808        50038.762       -1.1771865
         6.000005       -20.666675       -253.26834       -10070.241        27867.707       -30.672482
        12.666675       -20.666675       -253.26834       -9246.5127        9246.5146       -37.591854
        19.333345       -20.666675       -253.26834                0                0                0
       -20.666675       -14.000005       -253.26834        27867.725        10070.213       -30.672222
       -14.000005       -14.000005       -253.26834       -334.77747       -334.19278       -54.767948
        -7.333335       -14.000005       -253.26834       -145.44666       -433.11862       -341.63248
        -0.666665       -14.000005       -253.26834        145.39862       -433.13828       -341.59711
         6.000005       -14.000005       -253.26834        334.20547       -334.79135       -54.777107
        12.666675       -14.000005       -253.26834       -27867.715        10070.252       -30.674601
        19.333345       -14.000005       -253.26834                0                0                0
       -20.666675        -7.333335       -253.26834         50038.77        13763.821       -1.1773639
       -14.000005        -7.333335       -253.26834       -433.11862       -145.44666       -341.63248
        -7.333335        -7.333335       -253.26834       -155.92096       -155.92096       -583.30457
        -0.666665        -7.333335       -253.26834        155.95171       -155.96303       -583.22717
         6.000005        -7.333335       -253.26834        433.14456       -145.46835       -341.65186
        12.666675        -7.333335       -253.26834       -50038.758        13763.819       -1.1779001
        19.333345        -7.333335       -253.26834                0                0                0
       -20.666675        -0.666665       -253.26834        50038.762       -13763.808       -1.1771864
       -14.000005        -0.666665       -253.26834       -433.13828        145.39862       -341.59711
        -7.333335        -0.666665       -253.26834       -155.96303        155.95171       -583.22711
        -0.666665        -0.666665       -253.26834        155.91844        155.91844       -583.16357
         6.000005        -0.666665       -253.26834        433.11566        145.42175       -341.62799
        12.666675        -0.666665       -253.26834       -50038.762       -13763.798       -1.1772339
        19.333345        -0.666665       -253.26834                0                0                0
       -20.666675         6.000005       -253.26834        27867.707       -10070.241       -30.672483
       -14.000005         6.000005       -253.26834       -334.20685        334.79025       -54.777119
        -7.333335         6.000005       -253.26834       -145.46835        433.14456       -341.65186
        -0.666665         6.000005       -253.26834        145.42175        433.11566       -341.62802
         6.000005         6.000005       -253.26834        334.77448        334.18982       -54.776421
        12.666675         6.000005       -253.26834       -27867.783        -10070.38       -30.674469
        19.333345         6.000005       -253.26834                0                0                0
       -20.666675        12.666675       -253.26834        9246.5146       -9246.5137       -37.591854
       -14.000005        12.666675       -253.26834        10070.253       -27867.715       -30.674601
        -7.333335        12.666675       -253.26834         13763.82       -50038.758       -1.1779001
        -0.666665        12.666675       -253.26834       -13763.799       -50038.754       -1.1772339
         6.000005        12.666675       -253.26834       -10070.379       -27867.781       -30.674469
        12.666675        12.666675       -253.26834       -9246.5156       -9246.5146       -37.594387
        19.333345        12.666675       -253.26834                0                0                0
       -20.666675        19.333345       -253.26834                0                0                0
       -14.000005        19.333345       -253.26834                0                0                0
        -7.333335        19.333345       -253.26834                0                0                0
        -0.666665        19.333345       -253.26834                0                0                0
         6.000005        19.333345       -253.26834                0                0                0
        12.666675        19.333345       -253.26834                0                0                0
        19.333345        19.333345       -253.26834                0                0                0
       -20.666675       -20.666675       -246.60167         8997.998        8997.9971       -378.39514
       -14.000005       -20.666675       -246.60167         10231.82         27807.91        -656.2002
        -7.333335       -20.666675       -246.60167        13890.534         50273.73       -113.55505
        -0.666665       -20.666675       -246.60167       -13890.518        50273.719        -113.5531
         6.000005       -20.666675       -246.60167       -10231.836        27807.896       -656.19354
        12.666675       -20.666675       -246.60167       -8997.9893        8997.9854       -378.39258
        19.333345       -20.666675       -246.60167                0                0                0
       -20.666675       -14.000005       -246.60167        27807.908         10231.82        -656.2002
       -14.000005       -14.000005       -246.60167       -1279.4185       -1281.4386       -341.16931
        -7.333335       -14.000005       -246.60167       -379.70297       -1056.2476        -1462.778
        -0.666665       -14.000005       -246.60167         379.7084       -1056.2242       -1462.7788
         6.000005       -14.000005       -246.60167        1281.3234       -1279.3021       -341.17096
        12.666675       -14.000005       -246.60167        -27807.91        10231.851       -656.18878
        19.333345       -14.000005       -246.60167                0                0                0
       -20.666675        -7.333335       -246.60167         50273.73        13890.533       -113.55505
       -14.000005        -7.333335       -246.60167       -1056.2476       -379.70297        -1462.778
        -7.333335        -7.333335       -246.60167       -180.89592       -180.89592       -1395.4773
        -0.666665        -7.333335       -246.60167        180.88739       -180.84525       -1395.5594
         6.000005        -7.333335       -246.60167         1056.248       -379.73102       -1462.7277
        12.666675        -7.333335       -246.60167       -50273.715        13890.534       -113.55269
        19.333345        -7.333335       -246.60167                0                0                0
       -20.666675        -0.666665       -246.60167        50273.719       -13890.518        -113.5531
       -14.000005        -0.666665       -246.60167       -1056.2242         379.7084       -1462.7788
        -7.333335        -0.666665       -246.60167       -180.84526        180.88737       -1395.5594
        -0.666665        -0.666665       -246.60167        180.90857        180.90857         -1395.58
         6.000005        -0.666665       -246.60167        1056.2642        379.70181       -1462.7772
        12.666675        -0.666665       -246.60167       -50273.715        -13890.51       -113.55364
        19.333345        -0.666665       -246.60167                0                0                0
       -20.666675         6.000005       -246.60167        27807.895       -10231.836       -656.19354
       -14.000005         6.000005       -246.60167       -1281.3137        1279.2949        -341.1709
        -7.333335         6.000005       -246.60167       -379.73102        1056.2482       -1462.7277
        -0.666665         6.000005       -246.60167        379.70178        1056.2642       -1462.7772
         6.000005         6.000005       -246.60167        1279.3037        1281.3218       -341.16867
        12.666675         6.000005       -246.60167       -27807.975       -10231.984       -656.21667
        19.333345         6.000005       -246.60167                0                0                0
       -20.666675        12.666675       -246.60167        8997.9854       -8997.9893       -378.39255
       -14.000005        12.666675       -246.60167        10231.852       -27807.912       -656.18872
        -7.333335        12.666675       -246.60167        13890.534       -50273.711       -113.55269
        -0.666665        12.666675       -246.60167        -13890.51       -50273.711       -113.55364
         6.000005        12.666675       -246.60167       -10231.984       -27807.975       -656.21667
        12.666675        12.666675       -246.60167       -8997.9736       -8997.9736       -378.39737
        19.333345        12.666675       -246.60167                0                0                0
       -20.666675        19.333345       -246.60167                0                0                0
       -14.000005        19.333345       -246.60167                0                0                0
        -7.333335        19.333345       -246.60167                0                0                0
        -0.666665        19.333345       -246.60167                0                0                0
         6.000005        19.333345       -246.60167                0                0                0
        12.666675        19.333345       -246.60167                0                0                0
        19.333345        19.333345       -246.60167                0                0                0
       -20.666675       -20.666675         -239.935        7378.2861        7378.2871       -820.64453
       -14.000005       -20.666675         -239.935        6518.0005        20700.066        -4860.856
        -7.333335       -20.666675         -239.935        3829.9233        25296.188       -16483.994
        -0.666665       -20.666675         -239.935       -3829.9258        25296.182       -16484.004
         6.000005       -20.666675         -239.935       -6517.9946        20700.012       -4860.8916
        12.666675       -20.666675         -239.935       -7378.2856        7378.2847       -820.65344
        19.333345       -20.666675         -239.935                0                0                0
       -20.666675       -14.000005         -239.935        20700.064             6518        -4860.856
       -14.000005       -14.000005         -239.935        3006.1045        3006.1047        -9711.752
        -7.333335       -14.000005         -239.935        232.24475        1871.3867       -3715.7192
        -0.666665       -14.000005         -239.935        -232.2856        1871.3942       -3715.7078
         6.000005       -14.000005         -239.935       -3006.1221        3006.1074       -9711.7041
        12.666675       -14.000005         -239.935       -20700.031        6518.0054       -4860.8501
        19.333345       -14.000005         -239.935                0                0                0
       -20.666675        -7.333335         -239.935        25296.188        3829.9236       -16483.992
       -14.000005        -7.333335         -239.935        1871.3867        232.24474       -3715.7192
        -7.333335        -7.333335         -239.935         312.3963         312.3963       -1361.1781
        -0.666665        -7.333335         -239.935       -312.41992        312.36816       -1361.1558
         6.000005        -7.333335         -239.935       -1871.3779         232.2612       -3715.7385
        12.666675        -7.333335         -239.935       -25296.199        3829.8982        -16483.99
        19.333345        -7.333335         -239.935                0                0                0
       -20.666675        -0.666665         -239.935        25296.182       -3829.9258       -16484.004
       -14.000005        -0.666665         -239.935        1871.3943        -232.2856       -3715.7078
        -7.333335        -0.666665         -239.935        312.36816       -312.41995       -1361.1558
        -0.666665        -0.666665         -239.935       -312.44296       -312.44296       -1361.1465
         6.000005        -0.666665         -239.935       -1871.3832       -232.23596         -3715.73
        12.666675        -0.666665         -239.935       -25296.195       -3829.9106       -16483.994
        19.333345        -0.666665         -239.935                0                0                0
       -20.666675         6.000005         -239.935        20700.012       -6517.9946       -4860.8916
       -14.000005         6.000005         -239.935        3006.1077       -3006.1221       -9711.7041
        -7.333335         6.000005         -239.935        232.26118       -1871.3779       -3715.7385
        -0.666665         6.000005         -239.935       -232.23596       -1871.3832       -3715.7297
         6.000005         6.000005         -239.935       -3006.1206       -3006.1208       -9711.7207
        12.666675         6.000005         -239.935       -20700.064       -6518.0264       -4860.8604
        19.333345         6.000005         -239.935                0                0                0
       -20.666675        12.666675         -239.935        7378.2847       -7378.2856       -820.65344
       -14.000005        12.666675         -239.935        6518.0054       -20700.031       -4860.8501
        -7.333335        12.666675         -239.935        3829.8982       -25296.199        -16483.99
        -0.666665        12.666675         -239.935       -3829.9106       -25296.193       -16483.994
         6.000005        12.666675         -239.935       -6518.0264       -20700.064       -4860.8608
        12.666675        12.666675         -239.935       -7378.2529       -7378.2524       -820.60846
        19.333345        12.666675         -239.935                0                0                0
       -20.666675        19.333345         -239.935                0                0                0
       -14.000005        19.333345         -239.935                0                0                0
        -7.333335        19.333345         -239.935                0                0                0
        -0.666665        19.333345         -239.935                0                0                0
         6.000005        19.333345         -239.935                0                0                0
        12.666675        19.333345         -239.935                0                0                0
        19.333345        19.333345         -239.935                0                0                0
       -20.666675       -20.666675       -233.26833        7328.1431        7328.1436         685.1698
       -14.000005       -20.666675       -233.26833        6979.4478        21247.586        4485.0405
        -7.333335       -20.666675       -233.26833        5625.6455        26895.076        20952.346
        -0.666665       -20.666675       -233.26833       -5625.6343        26895.053         20952.34
         6.000005       -20.666675       -233.26833       -6979.4565         21247.57          4485.04
        12.666675       -20.666675       -233.26833       -7328.1211        7328.1338        685.18451
        19.333345       -20.666675       -233.26833                0                0                0
       -20.666675       -14.000005       -233.26833        21247.586        6979.4473          4485.04
       -14.000005       -14.000005       -233.26833        1699.2023        1699.2024        9316.6641
        -7.333335       -14.000005       -233.26833        179.38828        1533.9412        2848.3108
        -0.666665       -14.000005       -233.26833       -179.41891        1533.9298         2848.311
         6.000005       -14.000005       -233.26833       -1699.1753        1699.1671        9316.6631
        12.666675       -14.000005       -233.26833        -21247.52        6979.4395        4485.0503
        19.333345       -14.000005       -233.26833                0                0                0
       -20.666675        -7.333335       -233.26833        26895.074        5625.6455        20952.348
       -14.000005        -7.333335       -233.26833        1533.9412        179.38828        2848.3108
        -7.333335        -7.333335       -233.26833        316.97415        316.97415        661.82483
        -0.666665        -7.333335       -233.26833       -316.92764         317.0112        661.69543
         6.000005        -7.333335       -233.26833       -1533.9512        179.45982        2848.2622
        12.666675        -7.333335       -233.26833       -26895.078        5625.6816        20952.379
        19.333345        -7.333335       -233.26833                0                0                0
       -20.666675        -0.666665       -233.26833        26895.051       -5625.6343         20952.34
       -14.000005        -0.666665       -233.26833        1533.9297       -179.41891        2848.3113
        -7.333335        -0.666665       -233.26833         317.0112       -316.92764        661.69543
        -0.666665        -0.666665       -233.26833       -316.95508       -316.95508        661.71838
         6.000005        -0.666665       -233.26833       -1533.9222       -179.43332        2848.2676
        12.666675        -0.666665       -233.26833       -26895.039       -5625.6387        20952.344
        19.333345        -0.666665       -233.26833                0                0                0
       -20.666675         6.000005       -233.26833         21247.57       -6979.4561          4485.04
       -14.000005         6.000005       -233.26833        1699.1671       -1699.1754        9316.6641
        -7.333335         6.000005       -233.26833        179.45982       -1533.9513        2848.2622
        -0.666665         6.000005       -233.26833       -179.43332       -1533.9222        2848.2678
         6.000005         6.000005       -233.26833       -1699.1746       -1699.1746        9316.6475
        12.666675         6.000005       -233.26833       -21247.561       -6979.4619        4485.0654
        19.333345         6.000005       -233.26833                0                0                0
       -20.666675        12.666675       -233.26833        7328.1338       -7328.1201        685.18451
       -14.000005        12.666675       -233.26833        6979.4395        -21247.52        4485.0498
        -7.333335        12.666675       -233.26833        5625.6816       -26895.076        20952.379
        -0.666665        12.666675       -233.26833       -5625.6387       -26895.037        20952.346
         6.000005        12.666675       -233.26833       -6979.4624       -21247.561        4485.0654
        12.666675        12.666675       -233.26833       -7328.0898       -7328.0894        685.17523
        19.333345        12.666675       -233.26833                0                0                0
       -20.666675        19.333345       -233.26833                0                0                0
       -14.000005        19.333345       -233.26833                0                0                0
        -7.333335        19.333345       -233.26833                0                0                0
        -0.666665        19.333345       -233.26833                0                0                0
         6.000005        19.333345       -233.26833                0                0                0
        12.666675        19.333345       -233.26833                0                0                0
        19.333345        19.333345       -233.26833                0                0                0
       -20.666675       -20.666675       -226.60166        8583.8721         8583.873        272.03729
       -14.000005       -20.666675       -226.60166        9643.8389        26336.584        429.74628
        -7.333335       -20.666675       -226.60166        13097.743        47483.977         62.48275
        -0.666665       -20.666675       -226.60166       -13097.735        47483.969        62.482761
         6.000005       -20.666675       -226.60166       -9643.8574        26336.568        429.74393
        12.666675       -20.666675       -226.60166       -8583.8477        8583.8506        272.04065
        19.333345       -20.666675       -226.60166                0                0                0
       -20.666675       -14.000005       -226.60166        26336.584        9643.8389        429.74631
       -14.000005       -14.000005       -226.60166       -837.07123       -836.81512        234.16795
        -7.333335       -14.000005       -226.60166       -255.36752        -704.6615        951.01178
        -0.666665       -14.000005       -226.60166        255.36369       -704.64319        951.00488
         6.000005       -14.000005       -226.60166        836.73828       -837.00256        234.16718
        12.666675       -14.000005       -226.60166       -26336.568        9643.8672        429.74976
        19.333345       -14.000005       -226.60166                0                0                0
       -20.666675        -7.333335       -226.60166        47483.977        13097.743        62.482758
       -14.000005        -7.333335       -226.60166       -704.66144       -255.36752        951.01178
        -7.333335        -7.333335       -226.60166        -108.9472        -108.9472        875.38489
        -0.666665        -7.333335       -226.60166        108.99944       -108.99799        875.49011
         6.000005        -7.333335       -226.60166         704.6593       -255.35432        951.04883
        12.666675        -7.333335       -226.60166       -47483.957        13097.739        62.482109
        19.333345        -7.333335       -226.60166                0                0                0
       -20.666675        -0.666665       -226.60166        47483.969       -13097.735        62.482758
       -14.000005        -0.666665       -226.60166       -704.64319        255.36369        951.00488
        -7.333335        -0.666665       -226.60166       -108.99799        108.99944        875.49011
        -0.666665        -0.666665       -226.60166        108.97901        108.97902        875.51855
         6.000005        -0.666665       -226.60166        704.70447          255.312        951.06732
        12.666675        -0.666665       -226.60166       -47483.965       -13097.726        62.483673
        19.333345        -0.666665       -226.60166                0                0                0
       -20.666675         6.000005       -226.60166        26336.566       -9643.8574        429.74393
       -14.000005         6.000005       -226.60166       -836.73511        837.00543        234.16718
        -7.333335         6.000005       -226.60166       -255.35434         704.6593        951.04883
        -0.666665         6.000005       -226.60166          255.312        704.70447        951.06738
         6.000005         6.000005       -226.60166        836.96429        836.69751        234.15781
        12.666675         6.000005       -226.60166       -26336.637       -9643.9883        429.76001
        19.333345         6.000005       -226.60166                0                0                0
       -20.666675        12.666675       -226.60166        8583.8506       -8583.8486        272.04065
       -14.000005        12.666675       -226.60166        9643.8682       -26336.568        429.74976
        -7.333335        12.666675       -226.60166        13097.739       -47483.957        62.482109
        -0.666665        12.666675       -226.60166       -13097.726       -47483.961        62.483677
         6.000005        12.666675       -226.60166       -9643.9883       -26336.637        429.76001
        12.666675        12.666675       -226.60166       -8583.8496       -8583.8486        272.05719
        19.333345        12.666675       -226.60166                0                0                0
       -20.666675        19.333345       -226.60166                0                0                0
       -14.000005        19.333345       -226.60166                0                0                0
        -7.333335        19.333345       -226.60166                0                0                0
        -0.666665        19.333345       -226.60166                0                0                0
         6.000005        19.333345       -226.60166                0                0                0
        12.666675        19.333345       -226.60166                0                0                0
        19.333345        19.333345       -226.60166                0                0                0
       -20.666675       -20.666675       -219.93499        8754.3193        8754.3184        24.543182
       -14.000005       -20.666675       -219.93499        9525.3721         26371.59        19.622213
        -7.333335       -20.666675       -219.93499        13023.877        47350.199       0.71237731
        -0.666665       -20.666675       -219.93499       -13023.867        47350.191       0.71290314
         6.000005       -20.666675       -219.93499       -9525.3975        26371.576         19.62203
        12.666675       -20.666675       -219.93499       -8754.2939        8754.2949        24.538723
        19.333345       -20.666675       -219.93499                0                0                0
       -20.666675       -14.000005       -219.93499        26371.588         9525.373        19.622213
       -14.000005       -14.000005       -219.93499       -240.82788       -240.96184        33.094589
        -7.333335       -14.000005       -219.93499       -105.03548       -312.74823        195.97859
        -0.666665       -14.000005       -219.93499        105.02794       -312.75101        195.98593
         6.000005       -14.000005       -219.93499        240.96454       -240.82588        33.100304
        12.666675       -14.000005       -219.93499       -26371.588        9525.4141        19.620077
        19.333345       -14.000005       -219.93499                0                0                0
       -20.666675        -7.333335       -219.93499        47350.195        13023.877       0.71237731
       -14.000005        -7.333335       -219.93499       -312.74826       -105.03548        195.97859
        -7.333335        -7.333335       -219.93499       -112.47874       -112.47874        328.26431
        -0.666665        -7.333335       -219.93499        112.53208       -112.48191        328.23715
