           x [mm]           y [mm]           z [mm]         Ex [V/m]         Ey [V/m]         Ez [V/m]
       -14.000005        19.333345       -979.93537                0                0                0
        -7.333335        19.333345       -979.93537                0                0                0
        -0.666665        19.333345       -979.93537                0                0                0
         6.000005        19.333345       -979.93537                0                0                0
        12.666675        19.333345       -979.93537                0                0                0
        19.333345        19.333345       -979.93537                0                0                0
       -20.666675       -20.666675        -973.2687        7319.9819        7319.9824       0.48138592
       -14.000005       -20.666675        -973.2687         7942.147        22018.717       0.31268129
        -7.333335       -20.666675        -973.2687        10871.937        39529.695      0.005686515
        -0.666665       -20.666675        -973.2687       -10871.926        39529.688     0.0057251034
         6.000005       -20.666675        -973.2687       -7942.1709        22018.705       0.31481379
        12.666675       -20.666675        -973.2687       -7319.9658        7319.9639       0.48090014
        19.333345       -20.666675        -973.2687                0                0                0
       -20.666675       -14.000005        -973.2687        22018.717         7942.147       0.31385574
       -14.000005       -14.000005        -973.2687       -39.484413       -39.872547          6.83286
        -7.333335       -14.000005        -973.2687       -18.592375       -55.836548        42.155128
        -0.666665       -14.000005        -973.2687        18.593204       -55.832016        42.150673
         6.000005       -14.000005        -973.2687         39.86417       -39.477375        6.8312373
        12.666675       -14.000005        -973.2687       -22018.717        7942.1865       0.31440631
        19.333345       -14.000005        -973.2687                0                0                0
       -20.666675        -7.333335        -973.2687        39529.699        10871.937     0.0057483781
       -14.000005        -7.333335        -973.2687       -55.836548       -18.592375        42.155128
        -7.333335        -7.333335        -973.2687       -24.536869       -24.536869         87.55542
        -0.666665        -7.333335        -973.2687        24.539474        -24.53912        87.557167
         6.000005        -7.333335        -973.2687         55.82761       -18.591602        42.147732
        12.666675        -7.333335        -973.2687       -39529.684        10871.934     0.0057553481
        19.333345        -7.333335        -973.2687                0                0                0
       -20.666675        -0.666665        -973.2687        39529.688       -10871.926     0.0057256659
       -14.000005        -0.666665        -973.2687       -55.832016        18.593206        42.150673
        -7.333335        -0.666665        -973.2687        -24.53912        24.539474        87.557167
        -0.666665        -0.666665        -973.2687         24.52322        24.523222        87.582222
         6.000005        -0.666665        -973.2687        55.840569        18.593994        42.148083
        12.666675        -0.666665        -973.2687       -39529.691        -10871.92     0.0051743272
        19.333345        -0.666665        -973.2687                0                0                0
       -20.666675         6.000005        -973.2687        22018.707       -7942.1709       0.31481713
       -14.000005         6.000005        -973.2687       -39.864906        39.475616        6.8312435
        -7.333335         6.000005        -973.2687       -18.591604         55.82761        42.147736
        -0.666665         6.000005        -973.2687        18.593994        55.840572        42.148079
         6.000005         6.000005        -973.2687        39.498554        39.886692        6.8295965
        12.666675         6.000005        -973.2687        -22018.76       -7942.2764       0.30127963
        19.333345         6.000005        -973.2687                0                0                0
       -20.666675        12.666675        -973.2687        7319.9639       -7319.9658       0.48089975
       -14.000005        12.666675        -973.2687        7942.1865       -22018.717       0.31440091
        -7.333335        12.666675        -973.2687        10871.934       -39529.684     0.0057536131
        -0.666665        12.666675        -973.2687        -10871.92       -39529.688     0.0051729209
         6.000005        12.666675        -973.2687       -7942.2764        -22018.76       0.30127364
        12.666675        12.666675        -973.2687       -7319.9531       -7319.9531       0.47793883
        19.333345        12.666675        -973.2687                0                0                0
       -20.666675        19.333345        -973.2687                0                0                0
       -14.000005        19.333345        -973.2687                0                0                0
        -7.333335        19.333345        -973.2687                0                0                0
        -0.666665        19.333345        -973.2687                0                0                0
         6.000005        19.333345        -973.2687                0                0                0
        12.666675        19.333345        -973.2687                0                0                0
        19.333345        19.333345        -973.2687                0                0                0
       -20.666675       -20.666675       -966.60203        7320.1895        7320.1899      0.031944375
       -14.000005       -20.666675       -966.60203        7941.9883        22018.773     -0.014289497
        -7.333335       -20.666675       -966.60203        10871.916         39529.68   -0.00056333118
        -0.666665       -20.666675       -966.60203       -10871.903        39529.668    -0.0011406395
         6.000005       -20.666675       -966.60203       -7942.0444        22018.783     -0.011939826
        12.666675       -20.666675       -966.60203       -7320.1719        7320.1714      0.029831488
        19.333345       -20.666675       -966.60203                0                0                0
       -20.666675       -14.000005       -966.60203        22018.791        7942.0215     -0.011077602
       -14.000005       -14.000005       -966.60203       -13.568953       -13.554371        2.2823892
        -7.333335       -14.000005       -966.60203        -6.410213       -19.261833        14.255692
        -0.666665       -14.000005       -966.60203        6.4103189       -19.264648        14.255424
         6.000005       -14.000005       -966.60203        13.553448       -13.569923        2.2809737
        12.666675       -14.000005       -966.60203       -22018.795        7942.0649    -0.0099338489
        19.333345       -14.000005       -966.60203                0                0                0
       -20.666675        -7.333335       -966.60203         39529.68        10871.914   -0.00050366449
       -14.000005        -7.333335       -966.60203       -19.261833       -6.4102135        14.255693
        -7.333335        -7.333335       -966.60203       -8.6655588       -8.6655588        30.219185
        -0.666665        -7.333335       -966.60203        8.6634464       -8.6652746        30.218699
         6.000005        -7.333335       -966.60203        19.259321        -6.412704        14.248989
        12.666675        -7.333335       -966.60203       -39529.664        10871.911    -0.0007370711
        19.333345        -7.333335       -966.60203                0                0                0
       -20.666675        -0.666665       -966.60203        39529.668       -10871.903    -0.0011407284
       -14.000005        -0.666665       -966.60203       -19.264648        6.4103189        14.255424
        -7.333335        -0.666665       -966.60203       -8.6652746        8.6634474        30.218699
        -0.666665        -0.666665       -966.60203        8.6586695        8.6586685        30.227583
         6.000005        -0.666665       -966.60203        19.259109        6.4012918        14.255615
        12.666675        -0.666665       -966.60203       -39529.672       -10871.904   -5.5483986e-05
        19.333345        -0.666665       -966.60203                0                0                0
       -20.666675         6.000005       -966.60203        22018.783       -7942.0449     -0.011947466
       -14.000005         6.000005       -966.60203       -13.555264        13.568041        2.2809727
        -7.333335         6.000005       -966.60203        -6.412704        19.259319        14.248989
        -0.666665         6.000005       -966.60203        6.4012918        19.259108        14.255615
         6.000005         6.000005       -966.60203        13.584838        13.570196        2.2838273
        12.666675         6.000005       -966.60203       -22018.795       -7942.0771      0.019360721
        19.333345         6.000005       -966.60203                0                0                0
       -20.666675        12.666675       -966.60203        7320.1714       -7320.1719      0.029831411
       -14.000005        12.666675       -966.60203        7942.0649       -22018.795    -0.0099035669
        -7.333335        12.666675       -966.60203        10871.911       -39529.668   -0.00065241876
        -0.666665        12.666675       -966.60203       -10871.904       -39529.676    2.4329154e-05
         6.000005        12.666675       -966.60203       -7942.0776       -22018.795      0.019397676
        12.666675        12.666675       -966.60203       -7320.1572       -7320.1567      0.031309571
        19.333345        12.666675       -966.60203                0                0                0
       -20.666675        19.333345       -966.60203                0                0                0
       -14.000005        19.333345       -966.60203                0                0                0
        -7.333335        19.333345       -966.60203                0                0                0
        -0.666665        19.333345       -966.60203                0                0                0
         6.000005        19.333345       -966.60203                0                0                0
        12.666675        19.333345       -966.60203                0                0                0
        19.333345        19.333345       -966.60203                0                0                0
       -20.666675       -20.666675       -959.93536        7320.2007        7320.2017      0.001056524
       -14.000005       -20.666675       -959.93536        7941.9321        22018.752    0.00040760016
        -7.333335       -20.666675       -959.93536        10871.921         39529.68    8.6146567e-05
        -0.666665       -20.666675       -959.93536        -10871.91         39529.68    0.00019934782
         6.000005       -20.666675       -959.93536       -7941.9595         22018.74   -0.00039827137
        12.666675       -20.666675       -959.93536       -7320.1831        7320.1797      0.001980708
        19.333345       -20.666675       -959.93536                0                0                0
       -20.666675       -14.000005       -959.93536        22018.752        7941.9326    -0.0010926403
       -14.000005       -14.000005       -959.93536       -4.7330179       -4.7351608       0.83110881
        -7.333335       -14.000005       -959.93536       -2.2578092       -6.7860765        4.7431211
        -0.666665       -14.000005       -959.93536        2.2556815       -6.7868538        4.7434297
         6.000005       -14.000005       -959.93536        4.7377424       -4.7371955       0.83102214
        12.666675       -14.000005       -959.93536       -22018.756        7941.9751    -0.0024776503
        19.333345       -14.000005       -959.93536                0                0                0
       -20.666675        -7.333335       -959.93536         39529.68        10871.922    7.2700539e-05
       -14.000005        -7.333335       -959.93536       -6.7860761       -2.2578092        4.7431211
        -7.333335        -7.333335       -959.93536       -3.0778177       -3.0778177        10.121844
        -0.666665        -7.333335       -959.93536        3.0701177        -3.082787        10.123894
         6.000005        -7.333335       -959.93536        6.7896276       -2.2654099         4.748085
        12.666675        -7.333335       -959.93536       -39529.668        10871.918    0.00039835295
        19.333345        -7.333335       -959.93536                0                0                0
       -20.666675        -0.666665       -959.93536        39529.676        -10871.91    0.00019924712
       -14.000005        -0.666665       -959.93536       -6.7868543        2.2556813        4.7434297
        -7.333335        -0.666665       -959.93536       -3.0827868        3.0701177        10.123894
        -0.666665        -0.666665       -959.93536        3.0801501        3.0801501         10.10101
         6.000005        -0.666665       -959.93536        6.7874136        2.2656159        4.7422042
        12.666675        -0.666665       -959.93536       -39529.672       -10871.902    0.00017350326
        19.333345        -0.666665       -959.93536                0                0                0
       -20.666675         6.000005       -959.93536         22018.74       -7941.9595   -0.00036834017
       -14.000005         6.000005       -959.93536       -4.7394443        4.7356644       0.83102226
        -7.333335         6.000005       -959.93536       -2.2654099        6.7896276         4.748085
        -0.666665         6.000005       -959.93536        2.2656157        6.7874136        4.7422037
         6.000005         6.000005       -959.93536        4.7464604        4.7485809       0.83327395
        12.666675         6.000005       -959.93536       -22018.801       -7942.0659     0.0013314887
        19.333345         6.000005       -959.93536                0                0                0
       -20.666675        12.666675       -959.93536        7320.1797       -7320.1836      0.001981704
       -14.000005        12.666675       -959.93536        7941.9751       -22018.756    -0.0025160767
        -7.333335        12.666675       -959.93536        10871.918       -39529.668    0.00033372489
        -0.666665        12.666675       -959.93536       -10871.902       -39529.676    0.00017327326
         6.000005        12.666675       -959.93536       -7942.0654       -22018.799     0.0013078798
        12.666675        12.666675       -959.93536       -7320.1719       -7320.1719     0.0015186884
        19.333345        12.666675       -959.93536                0                0                0
       -20.666675        19.333345       -959.93536                0                0                0
       -14.000005        19.333345       -959.93536                0                0                0
        -7.333335        19.333345       -959.93536                0                0                0
        -0.666665        19.333345       -959.93536                0                0                0
         6.000005        19.333345       -959.93536                0                0                0
        12.666675        19.333345       -959.93536                0                0                0
        19.333345        19.333345       -959.93536                0                0                0
       -20.666675       -20.666675       -953.26869        7320.2012        7320.2017    5.4051685e-05
       -14.000005       -20.666675       -953.26869        7941.9321        22018.754   -0.00016486483
        -7.333335       -20.666675       -953.26869        10871.922         39529.68    6.8083608e-08
        -0.666665       -20.666675       -953.26869        -10871.91         39529.68   -8.9392543e-06
         6.000005       -20.666675       -953.26869       -7941.9565        22018.742   -0.00026563409
        12.666675       -20.666675       -953.26869       -7320.1841        7320.1812   -5.1555304e-05
        19.333345       -20.666675       -953.26869                0                0                0
       -20.666675       -14.000005       -953.26869        22018.752        7941.9326   -0.00016908254
       -14.000005       -14.000005       -953.26869       -1.9750334       -1.9811642       0.17389232
        -7.333335       -14.000005       -953.26869      -0.94891202       -2.8507984        1.2497821
        -0.666665       -14.000005       -953.26869       0.94743276       -2.8544669        1.2502315
         6.000005       -14.000005       -953.26869        1.9832413       -1.9781064        0.1741339
        12.666675       -14.000005       -953.26869       -22018.758        7941.9751   -0.00040142715
        19.333345       -14.000005       -953.26869                0                0                0
       -20.666675        -7.333335       -953.26869         39529.68        10871.922   -1.4394573e-06
       -14.000005        -7.333335       -953.26869       -2.8507984      -0.94891202        1.2497821
        -7.333335        -7.333335       -953.26869       -1.2958593       -1.2958593        2.6680431
        -0.666665        -7.333335       -953.26869        1.2917939       -1.2912439        2.6643732
         6.000005        -7.333335       -953.26869        2.8487508      -0.94691306        1.2485601
        12.666675        -7.333335       -953.26869       -39529.668        10871.918   -3.5009753e-06
        19.333345        -7.333335       -953.26869                0                0                0
       -20.666675        -0.666665       -953.26869        39529.676        -10871.91   -8.9353907e-06
       -14.000005        -0.666665       -953.26869       -2.8544669       0.94743276        1.2502315
        -7.333335        -0.666665       -953.26869       -1.2912438        1.2917941        2.6643732
        -0.666665        -0.666665       -953.26869        1.2852854        1.2852854        2.6819143
         6.000005        -0.666665       -953.26869        2.8546135       0.94397497        1.2561026
        12.666675        -0.666665       -953.26869       -39529.668       -10871.902   -1.0913854e-05
        19.333345        -0.666665       -953.26869                0                0                0
       -20.666675         6.000005       -953.26869        22018.742        -7941.957   -0.00026307657
       -14.000005         6.000005       -953.26869       -1.9842966        1.9771088       0.17413391
        -7.333335         6.000005       -953.26869        -0.946913        2.8487508          1.24856
        -0.666665         6.000005       -953.26869       0.94397497        2.8546135        1.2561026
         6.000005         6.000005       -953.26869        1.9878848        1.9940257       0.17355117
        12.666675         6.000005       -953.26869       -22018.799       -7942.0645    7.2816831e-05
        19.333345         6.000005       -953.26869                0                0                0
       -20.666675        12.666675       -953.26869        7320.1812       -7320.1836   -5.0680843e-05
       -14.000005        12.666675       -953.26869        7941.9746       -22018.756   -0.00039762451
        -7.333335        12.666675       -953.26869        10871.918       -39529.668    -2.488267e-06
        -0.666665        12.666675       -953.26869       -10871.902       -39529.672   -1.0961557e-05
         6.000005        12.666675       -953.26869       -7942.0645       -22018.799    7.3287258e-05
        12.666675        12.666675       -953.26869       -7320.1733       -7320.1729   -0.00076755427
        19.333345        12.666675       -953.26869                0                0                0
       -20.666675        19.333345       -953.26869                0                0                0
       -14.000005        19.333345       -953.26869                0                0                0
        -7.333335        19.333345       -953.26869                0                0                0
        -0.666665        19.333345       -953.26869                0                0                0
         6.000005        19.333345       -953.26869                0                0                0
        12.666675        19.333345       -953.26869                0                0                0
        19.333345        19.333345       -953.26869                0                0                0
       -20.666675       -20.666675       -946.60202        7320.2007        7320.2017   -0.00084871147
       -14.000005       -20.666675       -946.60202        7941.9321        22018.754    0.00025395895
        -7.333335       -20.666675       -946.60202        10871.921         39529.68    2.9312791e-05
        -0.666665       -20.666675       -946.60202        -10871.91        39529.676      9.42552e-05
         6.000005       -20.666675       -946.60202       -7941.9565         22018.74     0.0011002646
        12.666675       -20.666675       -946.60202       -7320.1841        7320.1812   -0.00052868319
        19.333345       -20.666675       -946.60202                0                0                0
       -20.666675       -14.000005       -946.60202        22018.752        7941.9326     0.0013987281
       -14.000005       -14.000005       -946.60202       -1.7494758        -1.748221      -0.12718669
        -7.333335       -14.000005       -946.60202       -0.8220219       -2.4692137       -0.6845001
        -0.666665       -14.000005       -946.60202       0.82208574       -2.4710467      -0.68379319
         6.000005       -14.000005       -946.60202        1.7488775       -1.7505699        -0.126792
        12.666675       -14.000005       -946.60202       -22018.758        7941.9731     0.0012832462
        19.333345       -14.000005       -946.60202                0                0                0
       -20.666675        -7.333335       -946.60202         39529.68        10871.922    9.0033122e-05
       -14.000005        -7.333335       -946.60202       -2.4692137       -0.8220219       -0.6845001
        -7.333335        -7.333335       -946.60202       -1.1205566       -1.1205566       -1.4510343
        -0.666665        -7.333335       -946.60202        1.1161249       -1.1233112       -1.4482585
         6.000005        -7.333335       -946.60202        2.4737525      -0.82594115      -0.68223733
        12.666675        -7.333335       -946.60202       -39529.668        10871.918    8.8460263e-05
        19.333345        -7.333335       -946.60202                0                0                0
       -20.666675        -0.666665       -946.60202        39529.676        -10871.91    9.4468131e-05
       -14.000005        -0.666665       -946.60202       -2.4710464       0.82208568      -0.68379313
        -7.333335        -0.666665       -946.60202       -1.1233112        1.1161249       -1.4482584
        -0.666665        -0.666665       -946.60202        1.1191747        1.1191747       -1.4545995
         6.000005        -0.666665       -946.60202        2.4728193        0.8240267      -0.68617886
        12.666675        -0.666665       -946.60202       -39529.668       -10871.902   -1.0370826e-05
        19.333345        -0.666665       -946.60202                0                0                0
       -20.666675         6.000005       -946.60202         22018.74       -7941.9561     0.0010943715
       -14.000005         6.000005       -946.60202       -1.7493203        1.7500885      -0.12679203
        -7.333335         6.000005       -946.60202      -0.82594115        2.4737525      -0.68223733
        -0.666665         6.000005       -946.60202        0.8240267        2.4728193      -0.68617886
         6.000005         6.000005       -946.60202        1.7534693         1.752251      -0.12521544
        12.666675         6.000005       -946.60202       -22018.799       -7942.0645    -0.0011227776
        19.333345         6.000005       -946.60202                0                0                0
       -20.666675        12.666675       -946.60202        7320.1812       -7320.1836   -0.00052877155
       -14.000005        12.666675       -946.60202        7941.9736       -22018.756     0.0012832282
        -7.333335        12.666675       -946.60202        10871.918       -39529.668    8.8537236e-05
        -0.666665        12.666675       -946.60202       -10871.902       -39529.672   -1.0460165e-05
         6.000005        12.666675       -946.60202       -7942.0645       -22018.801     -0.001124265
        12.666675        12.666675       -946.60202       -7320.1748       -7320.1748   -0.00062203355
        19.333345        12.666675       -946.60202                0                0                0
       -20.666675        19.333345       -946.60202                0                0                0
       -14.000005        19.333345       -946.60202                0                0                0
        -7.333335        19.333345       -946.60202                0                0                0
        -0.666665        19.333345       -946.60202                0                0                0
         6.000005        19.333345       -946.60202                0                0                0
        12.666675        19.333345       -946.60202                0                0                0
        19.333345        19.333345       -946.60202                0                0                0
       -20.666675       -20.666675       -939.93535        7320.1948        7320.1963     -0.019817974
       -14.000005       -20.666675       -939.93535        7941.9629        22018.764      0.011661677
        -7.333335       -20.666675       -939.93535        10871.919         39529.68     0.0004011961
        -0.666665       -20.666675       -939.93535       -10871.903        39529.668    0.00087395066
         6.000005       -20.666675       -939.93535         -7942.02         22018.77      0.026814055
        12.666675       -20.666675       -939.93535       -7320.1787        7320.1763     -0.019087562
        19.333345       -20.666675       -939.93535                0                0                0
       -20.666675       -14.000005       -939.93535        22018.783        7941.9951      0.025543794
       -14.000005       -14.000005       -939.93535       -3.6607993       -3.6729445      -0.49651498
        -7.333335       -14.000005       -939.93535       -1.7335477       -5.2102613       -3.4981534
        -0.666665       -14.000005       -939.93535        1.7344069       -5.2094302       -3.4985018
         6.000005       -14.000005       -939.93535        3.6711168       -3.6590724      -0.49637789
        12.666675       -14.000005       -939.93535       -22018.785        7942.0356      0.024781071
        19.333345       -14.000005       -939.93535                0                0                0
       -20.666675        -7.333335       -939.93535         39529.68        10871.914    0.00071148243
       -14.000005        -7.333335       -939.93535       -5.2102613       -1.7335477       -3.4981534
        -7.333335        -7.333335       -939.93535       -2.3342011       -2.3342011       -7.3807163
        -0.666665        -7.333335       -939.93535        2.3324082       -2.3379374       -7.3763943
         6.000005        -7.333335       -939.93535        5.2124791       -1.7379621       -3.4966242
        12.666675        -7.333335       -939.93535       -39529.664        10871.912    0.00092999323
        19.333345        -7.333335       -939.93535                0                0                0
       -20.666675        -0.666665       -939.93535        39529.668       -10871.904    0.00081857143
       -14.000005        -0.666665       -939.93535       -5.2094302        1.7344071       -3.4985018
        -7.333335        -0.666665       -939.93535       -2.3379374        2.3324082       -7.3763943
        -0.666665        -0.666665       -939.93535        2.3341403        2.3341405       -7.3808808
         6.000005        -0.666665       -939.93535        5.2124839        1.7345454       -3.4968431
        12.666675        -0.666665       -939.93535       -39529.672       -10871.903    -0.0003864514
        19.333345        -0.666665       -939.93535                0                0                0
       -20.666675         6.000005       -939.93535         22018.77       -7942.0205      0.026855653
       -14.000005         6.000005       -939.93535       -3.6712329        3.6590819      -0.49637803
        -7.333335         6.000005       -939.93535        -1.737962        5.2124791       -3.4966242
        -0.666665         6.000005       -939.93535        1.7345452        5.2124839       -3.4968429
         6.000005         6.000005       -939.93535        3.6639659        3.6760597      -0.49644515
        12.666675         6.000005       -939.93535       -22018.797       -7942.0737     -0.013096125
        19.333345         6.000005       -939.93535                0                0                0
       -20.666675        12.666675       -939.93535        7320.1763       -7320.1792     -0.019086657
       -14.000005        12.666675       -939.93535        7942.0356       -22018.785      0.024769466
        -7.333335        12.666675       -939.93535        10871.911       -39529.664    0.00095871952
        -0.666665        12.666675       -939.93535       -10871.903       -39529.676   -0.00038333595
         6.000005        12.666675       -939.93535       -7942.0742       -22018.797     -0.013148942
        12.666675        12.666675       -939.93535       -7320.1655       -7320.1655     -0.021715645
        19.333345        12.666675       -939.93535                0                0                0
       -20.666675        19.333345       -939.93535                0                0                0
       -14.000005        19.333345       -939.93535                0                0                0
        -7.333335        19.333345       -939.93535                0                0                0
        -0.666665        19.333345       -939.93535                0                0                0
         6.000005        19.333345       -939.93535                0                0                0
        12.666675        19.333345       -939.93535                0                0                0
        19.333345        19.333345       -939.93535                0                0                0
       -20.666675       -20.666675       -933.26868         7320.062        7320.0625      -0.30637342
       -14.000005       -20.666675       -933.26868        7942.0693         22018.73      -0.20316947
        -7.333335       -20.666675       -933.26868        10871.932        39529.695    -0.0038882745
        -0.666665       -20.666675       -933.26868        -10871.92        39529.684    -0.0042727627
         6.000005       -20.666675       -933.26868       -7942.0957        22018.721      -0.21387014
        12.666675       -20.666675       -933.26868       -7320.0454        7320.0435      -0.30677167
        19.333345       -20.666675       -933.26868                0                0                0
       -20.666675       -14.000005       -933.26868        22018.732        7942.0723      -0.21380512
       -14.000005       -14.000005       -933.26868       -10.562634       -10.517323       -2.0055342
        -7.333335       -14.000005       -933.26868       -4.8095469       -14.434573       -10.892459
        -0.666665       -14.000005       -933.26868        4.8094788       -14.434039       -10.893329
         6.000005       -14.000005       -933.26868        10.518062       -10.563478       -2.0059781
        12.666675       -14.000005       -933.26868       -22018.734        7942.1123      -0.21379237
        19.333345       -14.000005       -933.26868                0                0                0
       -20.666675        -7.333335       -933.26868        39529.691        10871.931    -0.0042684656
       -14.000005        -7.333335       -933.26868       -14.434573       -4.8095469       -10.892459
        -7.333335        -7.333335       -933.26868       -6.2284203       -6.2284203       -22.246511
        -0.666665        -7.333335       -933.26868        6.2269583       -6.2301121       -22.247692
         6.000005        -7.333335       -933.26868        14.434553       -4.8091307       -10.895405
        12.666675        -7.333335       -933.26868        -39529.68        10871.929    -0.0042761201
        19.333345        -7.333335       -933.26868                0                0                0
       -20.666675        -0.666665       -933.26868         39529.68        -10871.92    -0.0042752009
       -14.000005        -0.666665       -933.26868       -14.434038        4.8094788       -10.893329
        -7.333335        -0.666665       -933.26868       -6.2301126        6.2269578       -22.247692
        -0.666665        -0.666665       -933.26868        6.2273517        6.2273517       -22.250847
         6.000005        -0.666665       -933.26868        14.435332        4.8077393       -10.891253
        12.666675        -0.666665       -933.26868       -39529.684       -10871.915    -0.0035407438
        19.333345        -0.666665       -933.26868                0                0                0
       -20.666675         6.000005       -933.26868        22018.721       -7942.0957      -0.21388002
       -14.000005         6.000005       -933.26868       -10.518206        10.563277       -2.0059783
        -7.333335         6.000005       -933.26868       -4.8091307        14.434552       -10.895404
        -0.666665         6.000005       -933.26868        4.8077393        14.435332       -10.891253
         6.000005         6.000005       -933.26868         10.56762        10.522329       -2.0060885
        12.666675         6.000005       -933.26868       -22018.775       -7942.1992      -0.19442461
        19.333345         6.000005       -933.26868                0                0                0
       -20.666675        12.666675       -933.26868        7320.0435       -7320.0459      -0.30677378
       -14.000005        12.666675       -933.26868        7942.1128       -22018.734      -0.21379536
        -7.333335        12.666675       -933.26868        10871.929       -39529.676    -0.0042804214
        -0.666665        12.666675       -933.26868       -10871.915       -39529.684    -0.0035385611
         6.000005        12.666675       -933.26868       -7942.1997       -22018.775      -0.19441395
        12.666675        12.666675       -933.26868       -7320.0337       -7320.0337      -0.30587339
        19.333345        12.666675       -933.26868                0                0                0
       -20.666675        19.333345       -933.26868                0                0                0
       -14.000005        19.333345       -933.26868                0                0                0
        -7.333335        19.333345       -933.26868                0                0                0
        -0.666665        19.333345       -933.26868                0                0                0
         6.000005        19.333345       -933.26868                0                0                0
        12.666675        19.333345       -933.26868                0                0                0
        19.333345        19.333345       -933.26868                0                0                0
       -20.666675       -20.666675       -926.60201        7318.0317        7318.0317       -4.4162936
       -14.000005       -20.666675       -926.60201        7943.9512        22018.406        -3.299675
        -7.333335       -20.666675       -926.60201        10872.153        39529.961     -0.098798305
        -0.666665       -20.666675       -926.60201       -10872.143        39529.957     -0.098806776
         6.000005       -20.666675       -926.60201       -7943.9761        22018.396       -3.2985649
        12.666675       -20.666675       -926.60201       -7318.0151        7318.0132       -4.4166789
        19.333345       -20.666675       -926.60201                0                0                0
       -20.666675       -14.000005       -926.60201        22018.406        7943.9512       -3.2998958
       -14.000005       -14.000005       -926.60201       -31.586479       -31.513779       -5.2323661
        -7.333335       -14.000005       -926.60201       -14.026196       -41.750988       -34.879181
        -0.666665       -14.000005       -926.60201        14.025526       -41.753735       -34.879433
         6.000005       -14.000005       -926.60201        31.516685       -31.589762       -5.2334085
        12.666675       -14.000005       -926.60201       -22018.408        7943.9912       -3.2992337
        19.333345       -14.000005       -926.60201                0                0                0
       -20.666675        -7.333335       -926.60201        39529.961        10872.153     -0.098810554
       -14.000005        -7.333335       -926.60201       -41.750988       -14.026195       -34.879177
        -7.333335        -7.333335       -926.60201       -15.490357       -15.490356       -62.466038
        -0.666665        -7.333335       -926.60201        15.485206       -15.491054       -62.464176
         6.000005        -7.333335       -926.60201        41.754932       -14.026259       -34.882149
        12.666675        -7.333335       -926.60201       -39529.949         10872.15     -0.098831713
        19.333345        -7.333335       -926.60201                0                0                0
       -20.666675        -0.666665       -926.60201        39529.953       -10872.143     -0.098806828
       -14.000005        -0.666665       -926.60201       -41.753735        14.025526       -34.879429
        -7.333335        -0.666665       -926.60201       -15.491054        15.485206        -62.46418
        -0.666665        -0.666665       -926.60201        15.487015        15.487016       -62.462204
         6.000005        -0.666665       -926.60201        41.752853        14.024853       -34.876972
        12.666675        -0.666665       -926.60201       -39529.949       -10872.135     -0.098788202
        19.333345        -0.666665       -926.60201                0                0                0
       -20.666675         6.000005       -926.60201        22018.396       -7943.9766       -3.2985642
       -14.000005         6.000005       -926.60201       -31.517038        31.589359       -5.2334094
        -7.333335         6.000005       -926.60201       -14.026259        41.754929       -34.882145
        -0.666665         6.000005       -926.60201        14.024853        41.752857       -34.876976
         6.000005         6.000005       -926.60201        31.591444        31.518738       -5.2327623
        12.666675         6.000005       -926.60201       -22018.451        -7944.084       -3.2982314
        19.333345         6.000005       -926.60201                0                0                0
       -20.666675        12.666675       -926.60201        7318.0127       -7318.0146       -4.4166775
       -14.000005        12.666675       -926.60201        7943.9917       -22018.408       -3.2992325
        -7.333335        12.666675       -926.60201         10872.15       -39529.945     -0.098831587
        -0.666665        12.666675       -926.60201       -10872.135       -39529.945     -0.098788157
         6.000005        12.666675       -926.60201        -7944.084       -22018.451       -3.2982311
        12.666675        12.666675       -926.60201       -7318.0063       -7318.0059       -4.4171505
        19.333345        12.666675       -926.60201                0                0                0
       -20.666675        19.333345       -926.60201                0                0                0
       -14.000005        19.333345       -926.60201                0                0                0
        -7.333335        19.333345       -926.60201                0                0                0
        -0.666665        19.333345       -926.60201                0                0                0
         6.000005        19.333345       -926.60201                0                0                0
        12.666675        19.333345       -926.60201                0                0                0
        19.333345        19.333345       -926.60201                0                0                0
       -20.666675       -20.666675       -919.93534        7289.0576        7289.0576       -50.734333
       -14.000005       -20.666675       -919.93534        7966.4497        22013.846       -65.125946
        -7.333335       -20.666675       -919.93534        10880.989        39544.789       -6.5543389
        -0.666665       -20.666675       -919.93534       -10880.979        39544.781       -6.5543685
         6.000005       -20.666675       -919.93534       -7966.4702        22013.834       -65.130066
        12.666675       -20.666675       -919.93534        -7289.041         7289.041       -50.732193
        19.333345       -20.666675       -919.93534                0                0                0
       -20.666675       -14.000005       -919.93534        22013.846        7966.4502       -65.124146
       -14.000005       -14.000005       -919.93534       -117.13042       -116.83049       -31.315609
        -7.333335       -14.000005       -919.93534       -40.713684       -113.11935       -137.13463
        -0.666665       -14.000005       -919.93534        40.710571       -113.11845       -137.13486
         6.000005       -14.000005       -919.93534        116.83639       -117.13614       -31.315958
        12.666675       -14.000005       -919.93534       -22013.852        7966.4932       -65.115913
        19.333345       -14.000005       -919.93534                0                0                0
       -20.666675        -7.333335       -919.93534        39544.785        10880.988       -6.5542803
       -14.000005        -7.333335       -919.93534       -113.11935       -40.713684       -137.13461
        -7.333335        -7.333335       -919.93534       -21.866613        -21.86661       -149.85229
        -0.666665        -7.333335       -919.93534        21.866459        -21.86808       -149.84882
         6.000005        -7.333335       -919.93534        113.11697       -40.713291       -137.13239
